Taxon Id	Common name	Scientific name	Parent	Rank
9254		Prototheria	40674	no rank
9255	egg-laying mammals	Monotremata	9254	order
9256		Ornithorhynchidae	9255	family
9257		Ornithorhynchus	9256	genus
9258	Duckbill platypus	Ornithorhynchus anatinus	9257	species
9259	echidnas	Tachyglossidae	9255	family
9260	short-nosed echidnas	Tachyglossus	9259	genus
9261	Short-beaked echidna	Tachyglossus aculeatus	9260	species
9263	marsupials	Metatheria	32525	no rank
9265	opossums	Didelphidae	38605	family
9266		Didelphis	126287	genus
9267	North American opossum	Didelphis virginiana	9266	species
9268	Southern opossum	Didelphis marsupialis	9266	species
9269		Marmosa	126287	genus
9271		Philander	126287	genus
9272	Gray four-eyed opossum	Philander opossum	9271	species
9273		Thylacinidae	38608	family
9274		Thylacinus	9273	genus
9275	Tasmanian wolf	Thylacinus cynocephalus	9274	species
9277		Dasyuridae	38608	family
9278	quolls	Dasyurus	9277	genus
9279	Eastern quoll	Dasyurus viverrinus	9278	species
9280	Northern quoll	Dasyurus hallucatus	9278	species
9281	Tiger quoll	Dasyurus maculatus	9278	species
9282	broad-footed marsupial mice	Antechinus	9277	genus
9283	Brown marsupial mouse	Antechinus stuartii	9282	species
9284	Dusky antechinus	Antechinus swainsonii	9282	species
9286		Dasykaluta	9277	genus
9288	short-haired marsupial mice	Murexia	9277	genus
9290		Parantechinus	9277	genus
9291	Dibbler	Parantechinus apicalis	9290	species
9292	tuans	Phascogale	9277	genus
9293	Common wambenger	Phascogale tapoatafa	9292	species
9294		Phascolosorex	9277	genus
9295	Narrow-striped dasyure	Phascolosorex dorsalis	9294	species
9296		Planigale	9277	genus
9297	Pygmy planigale	Planigale maculata	9296	species
9298		Pseudantechinus	9277	genus
9299	Fat-tailed marsupial mouse	Pseudantechinus macdonnellensis	9298	species
9300		Sminthopsis	9277	genus
9301	Fat-tailed dunnart	Sminthopsis crassicaudata	9300	species
9302	Stripe-faced dunnart	Sminthopsis macroura	9300	species
9304		Sarcophilus	9277	genus
9305	Tasmanian devil	Sarcophilus harrisii	9304	species
9307		Macropodidae	38609	family
9309		Potorous	65619	genus
9310	Potoroo	Potorous tridactylus	9309	species
9312		Macropus	9307	genus
9313	Agile wallaby	Notamacropus agilis	1960649	species
9314	Antelopine kangaroo	Osphranter antilopinus	2182372	species
9315	Tammar wallaby	Notamacropus eugenii	1960649	species
9316	Western gray kangaroo	Macropus fuliginosus	9312	species
9317	Eastern gray kangaroo	Macropus giganteus	9312	species
9318	Whiptail wallaby	Notamacropus parryi	1960649	species
9319	Wallaroo	Osphranter robustus	2182372	species
9321	Red kangaroo	Osphranter rufus	2182372	species
9322	kangaroo	Macropus sp.	2649300	species
9323	black wallaroo	Osphranter bernardus	2182372	species
9324	rock wallabies	Petrogale	9307	genus
9325	Yellow-footed rock wallaby	Petrogale xanthopus	9324	species
9326		Thylogale	9307	genus
9327	Tasmanian pademelon	Thylogale billardierii	9326	species
9328	Red-legged pademelon	Thylogale stigmatica	9326	species
9329		Wallabia	9307	genus
9330	Swamp wallaby	Wallabia bicolor	9329	species
9331	gliding and striped possums	Petauridae	38609	family
9332		Pseudocheirus	37889	genus
9333	Common ring-tailed possum	Pseudocheirus peregrinus	9332	species
9335	possums and cuscuses	Phalangeridae	38609	family
9336	brush-tailed possums	Trichosurus	9335	genus
9337	Brush-tailed possum	Trichosurus vulpecula	9336	species
9338	wombats	Vombatidae	38609	family
9342	bandicoots	Peramelidae	38611	family
9343		Perameles	9342	genus
9344	Long-nosed bandicoot	Perameles nasuta	9343	species
9347	placentals	Eutheria	32525	no rank
9348	armadillos and others	Xenarthra	9347	superorder
9349	anteaters	Myrmecophagidae	948952	family
9350		Tamandua	9349	genus
9351	Northern Tamandua	Tamandua mexicana	9350	species
9352	three-fingered sloths	Bradypodidae	948953	family
9353	three-toed sloths	Bradypus	9352	genus
9354	Pale-throated three-toed sloth	Bradypus tridactylus	9353	species
9355	Brown-throated three-fingered sloth	Bradypus variegatus	9353	species
9357		Choloepus	227508	genus
9358	Hoffmann's two-fingered sloth	Choloepus hoffmanni	9357	species
9359	armadillos	Dasypodidae	948951	family
9360		Dasypus	9359	genus
9361	Nine-banded armadillo	Dasypus novemcinctus	9360	species
9362	hedgehogs, shrews, moles and others	Eulipotyphla	314145	order
9363	hedgehogs	Erinaceidae	9362	family
9364		Erinaceus	30577	genus
9365	Western European hedgehog	Erinaceus europaeus	9364	species
9366	moonrats	Galericinae	9363	subfamily
9367		Atelerix	30577	genus
9368	Middle-African hedgehog	Atelerix albiventris	9367	species
9369	tenrecs	Tenrecidae	311790	family
9370		Echinops	176113	genus
9371	Lesser hedgehog tenrec	Echinops telfairi	9370	species
9373	moles, shrew-moles, and desmans	Talpidae	9362	family
9374		Talpa	9373	genus
9375	European mole	Talpa europaea	9374	species
9376	shrews	Soricidae	9362	family
9377	musk shrews	Suncus	183662	genus
9378	Asian house shrew	Suncus murinus	9377	species
9379		Sorex	183663	genus
9380		Sorex cinereus acadicus	36803	subspecies
9381		Sorex cinereus cinereus	36803	subspecies
9382		Sorex cinereus miscix	36803	subspecies
9383	Hayden's shrew	Sorex haydeni	9379	species
9384	American pygmy shrew	Sorex hoyi	9379	species
9386		Blarina	183663	genus
9387	Northern short-tailed shrew	Blarina brevicauda	9386	species
9389	Golden moles	Chrysochloridae	311790	family
9390		Amblysomus	745258	genus
9391	Hottentot golden mole	Amblysomus hottentotus	9390	species
9392	tree shrews	Scandentia	314146	order
9393	tree shrews	Tupaiidae	9392	family
9394		Tupaia	9393	genus
9395	Common tree shrew	Tupaia glis	9394	species
9397	bats	Chiroptera	314145	order
9398	flying foxes	Pteropodidae	30559	family
9399		Cynopterus	77225	genus
9400	Indian short-nosed fruit bat	Cynopterus sphinx	9399	species
9401		Pteropus	77225	genus
9402	Black flying fox	Pteropus alecto	9401	species
9403	Grey-headed flying fox	Pteropus poliocephalus	9401	species
9404	Temminck's flying fox	Pteropus temminckii	9401	species
9405	Island flying fox	Pteropus hypomelanus	9401	species
9406		Rousettus	77225	genus
9407	Egyptian rousette	Rousettus aegyptiacus	9406	species
9408	Leschenault's rousette	Rousettus leschenaultii	9406	species
9409	false vampire bats	Megadermatidae	30560	family
9410		Macroderma	9409	genus
9411	Australian ghost bat	Macroderma gigas	9410	species
9412		Megaderma	9409	genus
9413	Greater false vampire bat	Megaderma lyra	9412	species
9414	Lesser false vampire bat	Megaderma spasma	9412	species
9415	leaf-nosed bats	Phyllostomidae	30560	family
9416	neotropical fruit bats	Artibeus	40234	genus
9417	Jamaican fruit-eating bat	Artibeus jamaicensis	9416	species
9418	big-eared bats	Macrotus	40238	genus
9419	Californian leaf-nosed bat	Macrotus californicus	9418	species
9420		Brachyphylla	40235	genus
9421	Antillean fruit-eating bat	Brachyphylla cavernarum	9420	species
9422		Phyllostomus	40238	genus
9423	Greater spear-nosed bat	Phyllostomus hastatus	9422	species
9425		Tonatia	40238	genus
9426	Spix's round-eared bat	Tonatia bidens	9425	species
9429		Desmodus	40237	genus
9430	Vampire bat	Desmodus rotundus	9429	species
9431	common bats	Vespertilionidae	30560	family
9432		Miniopterus	981671	genus
9433	Schreibers's long-fingered bat	Miniopterus schreibersii	9432	species
9434		Myotis	9431	genus
9435	Mouse-eared bat	Myotis velifer	9434	species
9436	free-tailed bats	Molossidae	30560	family
9437		Tadarida	9436	genus
9438	Brazilian free-tailed bat	Tadarida brasiliensis	9437	species
9439		Antrozous	9431	genus
9440	Pallid bat	Antrozous pallidus	9439	species
9443		Primates	314146	order
9445	lemurs	Lemuridae	376915	family
9446		Lemur	9445	genus
9447	Ring-tailed lemur	Lemur catta	9446	species
9452		Lepilemur	30614	genus
9453	Weasel sportive lemur	Lepilemur mustelinus	9452	species
9454		Varecia	9445	genus
9455	Black-and-white ruffed lemur	Varecia variegata	9454	species
9456		Cynocephalus	30657	genus
9459		Cheirogaleus	30615	genus
9460	Fat-tailed dwarf lemur	Cheirogaleus medius	9459	species
9461	lorises	Lorisidae	376917	family
9462		Galago	40297	genus
9463	Brown greater galago	Otolemur crassicaudatus	30610	species
9464	bush baby	Galago sp.	2628747	species
9465	Northern lesser bushbaby	Galago senegalensis	9462	species
9467		Loris	9461	genus
9468	Slender loris	Loris tardigradus	9467	species
9469		Nycticebus	9461	genus
9470	Slow loris	Nycticebus coucang	9469	species
9471		Perodicticus	9461	genus
9472	potto	Perodicticus potto	9471	species
9473	Potto	Perodicticus potto edwarsi	9472	subspecies
9475	tarsiers	Tarsiidae	376912	family
9476		Tarsius	9475	genus
9477	Western tarsier	Cephalopachus bancanus	1971489	species
9479	New World monkeys	Platyrrhini	314293	parvorder
9480	marmosets and tamarins	Callitrichinae	9498	subfamily
9481		Callithrix	9480	genus
9482	Silvery marmoset	Mico argentatus	1965102	species
9483	White-tufted-ear marmoset	Callithrix jacchus	1965096	species
9485	Marmoset	Callithrix sp.	1965096	species
9486		Saguinus	9480	genus
9487	Brown-mantled tamarin	Leontocebus fuscicollis	2681187	species
9488	Moustached tamarin	Saguinus mystax	9486	species
9489	Black-mantled tamarin	Leontocebus nigricollis	2681187	species
9490	Cotton-top tamarin	Saguinus oedipus	9486	species
9491	Emperor tamarin	Saguinus imperator	9486	species
9493	Pygmy marmoset	Cebuella pygmaea	1965109	species
9494		Callimico	9480	genus
9495	Goeldi's marmoset	Callimico goeldii	9494	species
9498		Cebidae	9479	family
9499	howler monkeys	Alouatta	38066	genus
9502	Black howler monkey	Alouatta caraya	9499	species
9503	Red howler monkey	Alouatta seniculus	9499	species
9504	night monkeys	Aotus	376918	genus
9505	Three-striped night monkey	Aotus trivirgatus	9504	species
9506		Ateles	38068	genus
9507	White-bellied spider monkey	Ateles belzebuth	9506	species
9508	Brown-headed spider monkey	Ateles fusciceps	9506	species
9509	Black-handed spider monkey	Ateles geoffroyi	9506	species
9510	Black spider monkey	Ateles paniscus	9506	species
9511	Spider monkey	Ateles sp.	120432	species
9513	capuchin monkeys	Cebus	38070	genus
9514	White-fronted capuchin	Cebus albifrons	9513	species
9515	Brown-capped capuchin	Sapajus apella	1532884	species
9516	White-faced sapajou	Cebus capucinus	9513	species
9517		Cebus sp.	2618788	species
9518	woolly monkeys	Lagothrix	38068	genus
9519	Brown woolly monkey	Lagothrix lagotricha	9518	species
9520	squirrel monkeys	Saimiri	378850	genus
9521	Common squirrel monkey	Saimiri sciureus	9520	species
9522	titi monkeys	Callicebus	38069	genus
9523	Dusky titi monkey	Plecturocebus moloch	1812035	species
9524		Chiropotes	38039	genus
9525	Brown-bearded saki	Chiropotes satanas	9524	species
9526		Catarrhini	314293	parvorder
9527	Old World monkeys	Cercopithecidae	314294	family
9528		Cercopithecinae	9527	subfamily
9529		Cercocebus	9528	genus
9530	Red-capped mangabey	Cercocebus torquatus	9529	species
9531	Sooty mangabey	Cercocebus atys	9529	species
9532	Tana river mangabey	Cercocebus galeritus	9529	species
9533		Cercopithecus	9528	genus
9534	Green monkey	Chlorocebus aethiops	392815	species
9535	Moustached monkey	Cercopithecus cephus	9533	species
9536	Owl-faced monkey	Cercopithecus hamlyni	9533	species
9537		Erythrocebus	9528	genus
9538	Red guenon	Erythrocebus patas	9537	species
9539	macaques	Macaca	9528	genus
9540	Stump-tailed macaque	Macaca arctoides	9539	species
9541	Crab-eating macaque	Macaca fascicularis	9539	species
9542	Japanese macaque	Macaca fuscata	9539	species
9543	Japanese macaque	Macaca fuscata fuscata	9542	subspecies
9544	Rhesus macaque	Macaca mulatta	9539	species
9545	Pig-tailed macaque	Macaca nemestrina	9539	species
9546	Barbary macaque	Macaca sylvanus	9539	species
9548	Bonnet macaque	Macaca radiata	9539	species
9549		Macaca sp.	2623225	species
9551	Assam macaque	Macaca assamensis	9539	species
9552	Toque macaque	Macaca sinica	9539	species
9553	Stump-tail macaque	Macaca speciosa	9539	species
9554	baboons	Papio	9528	genus
9555	Olive baboon	Papio anubis	9554	species
9556	Yellow baboon	Papio cynocephalus	9554	species
9557	Hamadryas baboon	Papio hamadryas	9554	species
9561	Mandrill	Mandrillus sphinx	9567	species
9562		Papio hamadryas hamadryas	9557	subspecies
9564		Theropithecus	9528	genus
9565	Gelada baboon	Theropithecus gelada	9564	species
9567	forest baboons	Mandrillus	9528	genus
9568	Drill	Mandrillus leucophaeus	9567	species
9569		Colobinae	9527	subfamily
9570	black-and-white colobus monkeys	Colobus	9569	genus
9572	Western black-and-white colobus monkey	Colobus polykomos	9570	species
9573		Presbytis	9569	genus
9576		Cercopithecidae gen. sp.	9527	species
9577	gibbons	Hylobatidae	314295	family
9578		Hylobates	9577	genus
9579	Agile gibbon	Hylobates agilis	9578	species
9580	Lar gibbon	Hylobates lar	9578	species
9581	Gibbon	Hylobates sp.	2647113	species
9583		Hylobates agilis unko	9579	subspecies
9586	southern white-cheeked gibbon	Nomascus siki	325165	species
9587	Kloss's gibbon	Hylobates klossii	9578	species
9588	Mueller's Bornean gibbon	Hylobates muelleri	9578	species
9589	Pileated gibbon	Hylobates pileatus	9578	species
9590	Siamang	Symphalangus syndactylus	325166	species
9592		Gorilla	207598	genus
9593	western gorilla	Gorilla gorilla	9592	species
9595	Western lowland gorilla	Gorilla gorilla gorilla	9593	subspecies
9596	chimpanzees	Pan	207598	genus
9597	Pygmy chimpanzee	Pan paniscus	9596	species
9598	Chimpanzee	Pan troglodytes	9596	species
9599		Pongo	607660	genus
9600	Bornean orangutan	Pongo pygmaeus	9599	species
9601	Sumatran orangutan	Pongo abelii	9599	species
9602	Northwest Bornean orangutan	Pongo pygmaeus pygmaeus	9600	subspecies
9603		Pongo sp.	2624844	species
9604	great apes	Hominidae	314295	family
9605		Homo	207598	genus
9606	Human	Homo sapiens	9605	species
9608	dog, coyote, wolf, fox	Canidae	379584	family
9611		Canis	9608	genus
9612	Gray wolf	Canis lupus	9611	species
9614	Coyote	Canis latrans	9611	species
9615	Dog	Canis lupus familiaris	9612	subspecies
9616		Canis sp.	2626217	species
9619		Dusicyon	9608	genus
9620	Crab-eating fox	Cerdocyon thous	1316009	species
9621		Lycaon	9608	genus
9622	African wild dog	Lycaon pictus	9621	species
9623		Otocyon	9608	genus
9624	Bat-eared fox	Otocyon megalotis	9623	species
9625		Vulpes	9608	genus
9626	Cape fox	Vulpes chama	9625	species
9627	Red fox	Vulpes vulpes	9625	species
9629	Corsac fox	Vulpes corsac	9625	species
9630	Kit fox	Vulpes macrotis	9625	species
9631	Kit fox	Vulpes velox	9625	species
9632	bears	Ursidae	379584	family
9633		Helarctos	9632	genus
9634	Malayan sun bear	Helarctos malayanus	9633	species
9635		Melursus	9632	genus
9636	Sloth bear	Melursus ursinus	9635	species
9637		Tremarctos	9632	genus
9638	Spectacled bear	Tremarctos ornatus	9637	species
9639		Ursus	9632	genus
9641	bear	Ursus sp.	2623310	species
9642	Asiatic black bear	Ursus thibetanus	9639	species
9643	American black bear	Ursus americanus	9639	species
9644	Brown bear	Ursus arctos	9639	species
9645		Ailuropoda	9632	genus
9646	Giant panda	Ailuropoda melanoleuca	9645	species
9647	raccoon, coati & olingo	Procyonidae	379584	family
9648		Ailurus	379582	genus
9649	Lesser panda	Ailurus fulgens	9648	species
9650		Nasua	9647	genus
9651	Ring-tailed coati	Nasua nasua	9650	species
9652	ring-tailed coati	Nasua nasua rufa	9651	subspecies
9653		Procyon	9647	genus
9654	Raccoon	Procyon lotor	9653	species
9655	weasel, mink, badger, martens and others	Mustelidae	379584	family
9656		Lutra	169417	genus
9657	European river otter	Lutra lutra	9656	species
9658		Martes	2892069	genus
9659	Beech marten	Martes foina	9658	species
9660	American marten	Martes americana	9658	species
9661		Meles	1008252	genus
9662	Eurasian badger	Meles meles	9661	species
9663		Mellivora	1008259	genus
9664	Ratel	Mellivora capensis	9663	species
9665		Mustela	169418	genus
9666	European mink	Mustela lutreola	9665	species
9668	European polecat	Mustela putorius	9665	species
9669	European domestic ferret	Mustela putorius furo	9668	subspecies
9671		Pteronura	169417	genus
9672	Giant otter	Pteronura brasiliensis	9671	species
9673	civets	Viverridae	379583	family
9674		Paguma	219112	genus
9675	Masked palm civet	Paguma larvata	9674	species
9676	hyaenas	Hyaenidae	379583	family
9677		Crocuta	9676	genus
9678	Spotted hyena	Crocuta crocuta	9677	species
9679		Proteles	9676	genus
9680	Aardwolf	Proteles cristata	9679	species
9681	cat family	Felidae	379583	family
9682		Felis	338152	genus
9683	Wild cat	Felis silvestris	9682	species
9685	Cat	Felis catus	9682	species
9687		Felis sp.	2625412	species
9688		Panthera	338153	genus
9689	Lion	Panthera leo	9688	species
9690	Jaguar	Panthera onca	9688	species
9691	Leopard	Panthera pardus	9688	species
9692	Amur leopard	Panthera pardus orientalis	9691	subspecies
9693	Northern Persian leopard	Panthera pardus saxicolor	9691	subspecies
9694	Tiger	Panthera tigris	9688	species
9695	Sumatran tiger	Panthera tigris sumatrae	9694	subspecies
9696	Mountain lion	Puma concolor	146712	species
9697	mongooses	Herpestidae	379583	family
9699		Herpestes	9697	genus
9700	Egyptian mongoose	Herpestes ichneumon	9699	species
9702	fur seals & sea lions	Otariidae	379584	family
9703		Zalophus	9702	genus
9704	California sealion	Zalophus californianus	9703	species
9705	walruses	Odobenidae	379584	family
9706		Odobenus	9705	genus
9707	walrus	Odobenus rosmarus	9706	species
9708	Pacific walrus	Odobenus rosmarus divergens	9707	subspecies
9709	true seals	Phocidae	379584	family
9710		Halichoerus	9709	genus
9711	Gray seal	Halichoerus grypus	9710	species
9712		Leptonychotes	9709	genus
9713	Weddell seal	Leptonychotes weddellii	9712	species
9714		Mirounga	9709	genus
9715	Southern elephant seal	Mirounga leonina	9714	species
9716	Northern elephant seal	Mirounga angustirostris	9714	species
9717		Phoca	9709	genus
9718	Ringed seal	Pusa hispida	693430	species
9719	Baikal seal	Pusa sibirica	693430	species
9720	Harbor seal	Phoca vitulina	9717	species
9721	whales	Cetacea	2653789	infraorder
9722	tooth whales	Odontoceti	9721	parvorder
9723	freshwater dolphins	Platanistidae	9722	family
9724		Inia	197540	genus
9725	Amazon river dolphin	Inia geoffrensis	9724	species
9726	marine dolphins	Delphinidae	9722	family
9727		Delphinus	9726	genus
9728	Short-beaked common dolphin	Delphinus delphis	9727	species
9729	pilot whales	Globicephala	9726	genus
9731	Long-finned pilot whale	Globicephala melas	9729	species
9732		Orcinus	9726	genus
9733	Killer whale	Orcinus orca	9732	species
9734		Stenella	9726	genus
9735	Pantropical spotted dolphin	Stenella attenuata	9734	species
9736	Spinner dolphin	Stenella longirostris	9734	species
9737	Striped dolphin	Stenella coeruleoalba	9734	species
9738		Tursiops	9726	genus
9739	Atlantic bottle-nosed dolphin	Tursiops truncatus	9738	species
9740	porpoises	Phocoenidae	9722	family
9741		Phocoena	9740	genus
9742	Harbor porpoise	Phocoena phocoena	9741	species
9743		Phocoenoides	9740	genus
9744	Dall's porpoise	Phocoenoides dalli	9743	species
9745	Dall's porpoise	Phocoenoides dalli dalli	9744	subspecies
9747		Monodontidae	9722	family
9748		Delphinapterus	9747	genus
9749	Beluga whale	Delphinapterus leucas	9748	species
9750	sperm whales	Physeteridae	9722	family
9751		Kogia	9750	genus
9752	Dwarf sperm whale	Kogia sima	9751	species
9753		Physeter	9750	genus
9755	Sperm whale	Physeter macrocephalus	9753	species
9756	beaked whales	Ziphiidae	9722	family
9757		Mesoplodon	9756	genus
9758	Hubb's beaked whale	Mesoplodon carlhubbsi	9757	species
9759		Ziphius	9756	genus
9760	Cuvier's beaked whale	Ziphius cavirostris	9759	species
9761	baleen whales	Mysticeti	9721	parvorder
9762		Eschrichtiidae	9761	family
9763		Eschrichtius	9762	genus
9764	California gray whale	Eschrichtius robustus	9763	species
9765	rorquals	Balaenopteridae	9761	family
9766		Balaenoptera	9765	genus
9767	Common minke whale	Balaenoptera acutorostrata	9766	species
9768	Sei whale	Balaenoptera borealis	9766	species
9769	Pigmy Bryde's whale	Balaenoptera edeni	9766	species
9770	Fin whale	Balaenoptera physalus	9766	species
9771	Blue whale	Balaenoptera musculus	9766	species
9772		Megaptera	9765	genus
9773	Humpback whale	Megaptera novaeangliae	9772	species
9774	manatees and dugongs (seacows)	Sirenia	311790	order
9775	manatees	Trichechidae	9774	family
9776		Trichechus	9775	genus
9777	Amazon manatee	Trichechus inunguis	9776	species
9778	Caribbean manatee	Trichechus manatus	9776	species
9779	elephants	Proboscidea	311790	order
9780	elephants	Elephantidae	9779	family
9781		Elephantidae gen. sp.	9780	species
9782		Elephas	9780	genus
9783	Indian elephant	Elephas maximus	9782	species
9784		Loxodonta	9780	genus
9785	African elephant	Loxodonta africana	9784	species
9787	odd-toed ungulates	Perissodactyla	314145	order
9788	horses	Equidae	9787	family
9789		Equus	9788	genus
9791	Mountain zebra	Equus zebra	9789	species
9792	Grevy's zebra	Equus grevyi	9789	species
9793	Donkey	Equus asinus	9789	species
9794	Onager	Equus hemionus	9789	species
9796	Horse	Equus caballus	9789	species
9798	Przewalski's horse	Equus przewalskii	9789	species
9799	tapirs	Tapiridae	9787	family
9800		Tapirus	9799	genus
9801	Lowland tapir	Tapirus terrestris	9800	species
9802	Asiatic tapir	Tapirus indicus	9800	species
9803	rhinoceroses	Rhinocerotidae	9787	family
9804		Diceros	9803	genus
9805	Black rhinoceros	Diceros bicornis	9804	species
9806		Ceratotherium	9803	genus
9807	White rhinoceros	Ceratotherium simum	9806	species
9808		Rhinoceros	9803	genus
9809	Greater Indian rhinoceros	Rhinoceros unicornis	9808	species
9810	rock rabbits/dassies	Hyracoidea	311790	order
9811	hyraxes	Procaviidae	9810	family
9812		Procavia	9811	genus
9813	Rock hyrax	Procavia capensis	9812	species
9814	Abyssinian hyrax	Procavia capensis habessinica	9813	subspecies
9815	aardvarks	Tubulidentata	311790	order
9816	aardvark	Orycteropodidae	9815	family
9817		Orycteropus	9816	genus
9818	Aardvark	Orycteropus afer	9817	species
9821	pigs	Suidae	35497	family
9822		Sus	9821	genus
9823	Pig	Sus scrofa	9822	species
9825	domestic pig	Sus scrofa domesticus	9823	subspecies
9826		Sus sp.	432588	species
9827	peccaries	Tayassuidae	35497	family
9828		Tayassu	9827	genus
9829	Collared peccary	Pecari tajacu	35609	species
9831		Hippopotamidae	2653790	family
9832		Hippopotamus	9831	genus
9833	Hippopotamus	Hippopotamus amphibius	9832	species
9834		Tylopoda	91561	suborder
9835		Camelidae	9834	family
9836		Camelus	9835	genus
9837	Bactrian camel	Camelus bactrianus	9836	species
9838	Dromedary	Camelus dromedarius	9836	species
9839		Lama	9835	genus
9840	Guanaco	Lama guanicoe	9839	species
9843	Vicugna	Lama vicugna	30539	species
9844	Llama	Lama glama	9839	species
9845		Ruminantia	91561	suborder
9846	chevrotains	Tragulidae	35499	family
9847		Tragulus	9846	genus
9848	Larger Malay chevrotain	Tragulus napu	9847	species
9849	Lesser Malay chevrotain	Tragulus javanicus	9847	species
9850	Deer	Cervidae	35500	family
9851		Alces	9881	genus
9852	Eurasian elk	Alces alces	9851	species
9853	European moose	Alces alces alces	9852	subspecies
9855		Axis	34878	genus
9857		Capreolus	9881	genus
9858	European roe deer	Capreolus capreolus	9857	species
9859		Cervus	34878	genus
9860	Red deer	Cervus elaphus	9859	species
9861	Eastern wapiti	Cervus canadensis canadensis	1574408	subspecies
9863	Sika deer	Cervus nippon	9859	species
9864	Rocky Mountain elk	Cervus elaphus nelsoni	1574408	subspecies
9865	Manchurian Wapiti	Cervus elaphus xanthopygus	9860	subspecies
9867		Dama	34878	genus
9869		Rangifer	9881	genus
9870	Reindeer	Rangifer tarandus	9869	species
9871		Odocoileus	9881	genus
9872	Mule deer	Odocoileus hemionus	9871	species
9873	black-tailed deer	Odocoileus hemionus columbianus	9872	subspecies
9874	White-tailed deer	Odocoileus virginianus	9871	species
9875	Virginia white-tailed deer	Odocoileus virginianus virginianus	9874	subspecies
9876		Odocoileus hemionus crooki	9872	subspecies
9877		Odocoileus hemionus hemionus	9872	subspecies
9878		Odocoileus hemionus sitkensis	9872	subspecies
9879		Odocoileus virginianus dakotensis	9874	subspecies
9880		Odocoileus virginianus texanus	9874	subspecies
9881		Odocoileinae	9850	subfamily
9882		Hydropotes	34876	genus
9883	Chinese water deer	Hydropotes inermis	9882	species
9885		Muntiacus	34877	genus
9886	Reeves' muntjac	Muntiacus reevesi	9885	species
9887		Muntiacus vaginalis	9885	species
9888	Barking deer	Muntiacus muntjak	9885	species
9889		Antilocapridae	35500	family
9890		Antilocapra	9889	genus
9891	Pronghorn	Antilocapra americana	9890	species
9892		Giraffidae	35500	family
9893		Giraffa	9892	genus
9894	Giraffe	Giraffa camelopardalis	9893	species
9895		Bovidae	35500	family
9896		Aepyceros	37169	genus
9897	Impala	Aepyceros melampus	9896	species
9898		Ammotragus	9963	genus
9899	Barbary sheep	Ammotragus lervia	9898	species
9900		Bison	27592	genus
9901	American bison	Bison bison	9900	species
9902	European bison	Bison bonasus	9900	species
9903	oxen, cattle	Bos	27592	genus
9904	Seladang	Bos gaurus	9903	species
9906	Wild banteng	Bos javanicus	9903	species
9909	Aurochs	Bos primigenius	9903	species
9913	Bovine	Bos taurus	9903	species
9915	Zebu	Bos indicus	9903	species
9916		Boselaphus	27592	genus
9917	Nilgai	Boselaphus tragocamelus	9916	species
9918		Bubalus	27592	genus
9922		Capra	9963	genus
9923	Wild goat	Capra hircus aegagrus	9922	species
9925	Goat	Capra hircus	9922	species
9926		Connochaetes	37170	genus
9927	Blue wildebeest	Connochaetes taurinus	9926	species
9928		Damaliscus	37170	genus
9929	Tsessebe	Damaliscus lunatus	9928	species
9930	Topi	Damaliscus korrigum	9929	subspecies
9931	Bontebok	Damaliscus pygargus	9928	species
9933	gazelles	Gazella	9948	genus
9935		Ovis	9963	genus
9938	Mouflon	Ovis aries musimon	9940	subspecies
9939		Ovis sp.	1110705	species
9940	Sheep	Ovis aries	9935	species
9943	Dall's sheep	Ovis dalli	9935	species
9944		Tragelaphus	27592	genus
9945	Eland	Tragelaphus oryx	9944	species
9946	Greater kudu	Tragelaphus strepsiceros	9944	species
9947	Lesser kudu	Tragelaphus imberbis	9944	species
9948		Antilopinae	9895	subfamily
9950		Madoqua	9948	genus
9952		Cephalophinae	9895	subfamily
9954		Cephalophus	9952	genus
9957		Oryx	9959	genus
9958	Gemsbok	Oryx gazella	9957	species
9959		Hippotraginae	9895	subfamily
9961		Kobus	59549	genus
9962	Waterbuck	Kobus ellipsiprymnus	9961	species
9963		Caprinae	9895	subfamily
9965		Capricornis	9963	genus
9966	Japanese serow	Capricornis crispus	9965	species
9969		Syncerus	27592	genus
9970	African buffalo	Syncerus caffer	9969	species
9971	pangolins	Pholidota	314145	order
9972	pangolins	Manidae	9971	family
9973		Manis	9972	genus
9974	Malayan pangolin	Manis javanica	9973	species
9975		Lagomorpha	314147	order
9976	pikas	Ochotonidae	9975	family
9977		Ochotona	9976	genus
9978	Southern American pika	Ochotona princeps	9977	species
9979	rabbits and hares	Leporidae	9975	family
9980	hares	Lepus	9979	genus
9981	Brown hare	Lepus capensis	9980	species
9983	European hare	Lepus europaeus	9980	species
9984		Oryctolagus	9979	genus
9986	Rabbit	Oryctolagus cuniculus	9984	species
9987		Sylvilagus	9979	genus
9988	Cottontail rabbit	Sylvilagus floridanus	9987	species
9989	rodent	Rodentia	314147	order
9991		Sciurinae	55153	subfamily
9992		Marmota	337730	genus
9993	Alpine marmot	Marmota marmota	9992	species
9994	Alpine marmot	Marmota marmota marmota	9993	subspecies
9995	Woodchuck	Marmota monax	9992	species
9996	old world ground squirrels	Spermophilus	337730	genus
9997	European suslik	Spermophilus citellus	9996	species
9999	Arctic ground squirrel	Urocitellus parryii	1141645	species
10001		Sciurus	337752	genus
10002		Sciurus aberti aberti	10007	subspecies
10003		Sciurus aberti barberi	10007	subspecies
10004		Sciurus aberti chuscensis	10007	subspecies
